,id,host_id,host_name,room_type,disctricts,neighbourhoods,price,number_of_reviews,latitude,longitude,monument
9541,23115564,149257574,Apartamentos Torr En Madrid,Entire home/apt,Chamartín,Prosperidad,80,2,40.44359,-3.67206,Estadio Santiago Bernabéu
9542,23116058,169645133,Blanca,Private room,Chamberí,Rios Rosas,35,0,40.4453,-3.69673,Estadio Santiago Bernabéu
9543,23117462,43662051,Pilar,Private room,Ciudad Lineal,San Juan Bautista,35,4,40.45067,-3.66164,Estadio Santiago Bernabéu
9544,23118594,103336792,Funway Academic Resort,Shared room,Chamberí,Trafalgar,25,2,40.43304,-3.70257,Malasaña
9545,23118654,171784080,Marta,Entire home/apt,Centro,Universidad,39,11,40.42408,-3.71036,Museo Cerralbo
9546,23119157,103336792,Funway Academic Resort,Shared room,Chamberí,Trafalgar,25,0,40.4336,-3.7014,Malasaña
9547,23119539,103336792,Funway Academic Resort,Shared room,Chamberí,Trafalgar,25,0,40.43142,-3.70329,Malasaña
9548,23119737,29281033,Ãlvaro,Entire home/apt,Centro,Palacio,90,95,40.41292,-3.70923,Plaza Mayor
9549,23120646,112036930,Raul,Private room,Hortaleza,Pinar del Rey,20,49,40.47317,-3.64906,Estadio Santiago Bernabéu
9550,23121098,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45952,-3.69873,Estadio Santiago Bernabéu
9551,23123557,14533108,Javier,Private room,Centro,Palacio,30,64,40.41465,-3.71085,Plaza Mayor
9552,23123577,4416684,Gonzalo,Entire home/apt,Centro,Palacio,99,59,40.41241,-3.70921,Plaza Mayor
9553,23124018,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,3,40.45843,-3.69831,Estadio Santiago Bernabéu
9554,23124273,14533108,Javier,Private room,Centro,Palacio,30,61,40.4141,-3.71049,Plaza Mayor
9555,23124795,171833601,Jul,Entire home/apt,Centro,Sol,110,91,40.41594,-3.70635,Casa de la Panaderia
9556,23125052,171833041,Victor,Shared room,Chamartín,Prosperidad,16,13,40.44524,-3.66736,Estadio Santiago Bernabéu
9557,23126046,156820166,Cesar,Entire home/apt,Centro,Embajadores,37,107,40.40934,-3.70642,Plaza Mayor
9558,23126283,106947145,Lesley,Private room,Usera,Zofío,25,0,40.3839,-3.71487,Puente de Toledo
9559,23128302,38765097,Shelton,Private room,Tetuán,Berruguete,23,41,40.45891,-3.70289,Estadio Santiago Bernabéu
9560,23128407,106947145,Lesley,Private room,Usera,Zofío,25,0,40.38362,-3.716,Puente de Toledo
9561,23134144,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,2,40.45795,-3.69858,Estadio Santiago Bernabéu
9562,23134663,171926345,AlejandraSH,Entire home/apt,Tetuán,Cuatro Caminos,48,11,40.44927,-3.69795,Estadio Santiago Bernabéu
9563,23134789,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45985,-3.69693,Estadio Santiago Bernabéu
9564,23135389,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45971,-3.69707,Estadio Santiago Bernabéu
9565,23135580,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.4581,-3.69844,Estadio Santiago Bernabéu
9566,23135722,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,1,40.45758,-3.69686,Estadio Santiago Bernabéu
9567,23136822,156795297,Cintia,Entire home/apt,Retiro,Pacífico,40,5,40.40211,-3.67431,Palacio De Cristal
9568,23137302,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,1,40.459,-3.6973,Estadio Santiago Bernabéu
9569,23137498,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45814,-3.69705,Estadio Santiago Bernabéu
9570,23137641,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,3,40.45792,-3.69682,Estadio Santiago Bernabéu
9571,23137872,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45837,-3.69888,Estadio Santiago Bernabéu
9572,23138132,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45765,-3.69728,Estadio Santiago Bernabéu
9573,23138724,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45919,-3.69908,Estadio Santiago Bernabéu
9574,23138965,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,2,40.45779,-3.69848,Estadio Santiago Bernabéu
9575,23139110,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,1,40.4581,-3.69732,Estadio Santiago Bernabéu
9576,23139328,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45961,-3.69815,Estadio Santiago Bernabéu
9577,23139491,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45983,-3.699,Estadio Santiago Bernabéu
9578,23139607,105787074,Javier,Entire home/apt,Chamartín,Prosperidad,100,35,40.4379,-3.67804,Barrio de Salamanca
9579,23139634,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,50,0,40.45824,-3.69713,Estadio Santiago Bernabéu
9580,23139932,103336792,Funway Academic Resort,Private room,Tetuán,Castillejos,60,5,40.45948,-3.69712,Estadio Santiago Bernabéu
9581,23141635,50190160,Isabel,Private room,Fuencarral - El Pardo,La Paz,35,38,40.4884,-3.69931,Estadio Santiago Bernabéu
9582,23142367,27574796,Mario,Private room,Hortaleza,Canillas,25,55,40.46148,-3.65141,Calle de Alcalá
9583,23144792,84454738,Fernando,Entire home/apt,Salamanca,Fuente del Berro,67,94,40.42465,-3.66313,Barrio de Salamanca
9584,23145918,172024145,Lidia,Entire home/apt,Moncloa - Aravaca,Argüelles,140,20,40.42321,-3.71274,Museo Cerralbo
9585,23147911,147550402,Vanessa,Entire home/apt,Centro,Embajadores,90,5,40.40625,-3.70181,Paseo del Prado
9586,23148116,147550402,Vanessa,Shared room,Centro,Embajadores,40,20,40.40678,-3.70399,Barrio de Las Letras
9587,23148399,106947145,Lesley,Private room,Carabanchel,San Isidro,25,0,40.39382,-3.72592,Puente de Toledo
9588,23155128,11233926,Gabriel,Entire home/apt,Salamanca,Fuente del Berro,150,2,40.42453,-3.66258,Barrio de Salamanca
9589,23155932,54310958,Be Mate,Entire home/apt,Centro,Palacio,117,10,40.42161,-3.71006,Gran Vía
9590,23156070,99018982,Alterhome,Entire home/apt,Tetuán,Almenara,72,0,40.46966,-3.68875,Estadio Santiago Bernabéu
9591,23158188,172128640,Daniela & Ricardo,Entire home/apt,Centro,Universidad,110,6,40.42473,-3.70391,Malasaña
9592,23160465,132022481,Jorge,Private room,Centro,Universidad,58,145,40.42286,-3.70176,Gran Vía
9593,23163777,7603150,Samuel,Private room,Centro,Sol,45,57,40.41646,-3.70818,Casa de la Panaderia
9594,23164248,172195636,Roberto,Entire home/apt,Tetuán,Almenara,70,6,40.46638,-3.69134,Estadio Santiago Bernabéu
9595,23166282,168241843,Marta Y Arturo,Entire home/apt,Centro,Embajadores,108,99,40.4126,-3.70466,Plaza Mayor
9596,23166582,40253757,Rosa Maria,Entire home/apt,Centro,Embajadores,65,36,40.40584,-3.70377,Paseo del Prado
9597,23166800,46695381,Antonio,Private room,Chamartín,Prosperidad,71,23,40.44228,-3.67398,Estadio Santiago Bernabéu
9598,23167066,23767731,Arianna,Entire home/apt,Centro,Palacio,55,63,40.41059,-3.71317,Cripta de la Almudena
9599,23167418,66015101,Yerik,Shared room,Ciudad Lineal,Concepción,50,38,40.4329,-3.6569,Barrio de Salamanca
9600,23175496,171938951,David,Entire home/apt,Centro,Universidad,65,86,40.42523,-3.70345,Malasaña
9601,23176137,166989266,Victor,Entire home/apt,Salamanca,Lista,75,47,40.43001,-3.67073,Barrio de Salamanca
9602,23180643,172327757,Cris,Entire home/apt,Centro,Sol,61,69,40.41877,-3.70771,Gran Vía
9603,23181640,36122832,Marco,Private room,Retiro,Ibiza,33,8,40.4167,-3.67391,Palacio De Cristal
9604,23183698,42623301,Dani & Araceli,Entire home/apt,Centro,Cortes,60,100,40.41394,-3.70087,Barrio de Las Letras
9605,23185366,63576984,Inverproperty,Entire home/apt,Ciudad Lineal,Quintana,65,33,40.43566,-3.64686,Calle de Alcalá
9606,23186897,172388526,Moises,Private room,Centro,Embajadores,65,0,40.40817,-3.70151,Barrio de Las Letras
9607,23188347,128147665,Vanessaveronica,Entire home/apt,Centro,Palacio,95,14,40.42162,-3.7086,Gran Vía
9608,23194959,172302798,Aldama Bannatyne Soledad Y Otros CB,Entire home/apt,Moncloa - Aravaca,Argüelles,90,21,40.42725,-3.71744,Templo de Debod
9609,23196870,170025930,Luis Y Rosa,Entire home/apt,Centro,Embajadores,75,75,40.40921,-3.70528,Plaza Mayor
9610,23197871,40686679,Javier,Entire home/apt,Ciudad Lineal,Quintana,99,16,40.4387,-3.64404,Calle de Alcalá
9611,23203785,16177101,Jkas,Entire home/apt,Centro,Sol,115,18,40.41963,-3.706,Gran Vía
9612,23204746,27159185,Ruben,Entire home/apt,Centro,Universidad,120,15,40.42372,-3.7023,Malasaña
9613,23205290,9228673,Home At Homes,Entire home/apt,Salamanca,Recoletos,140,12,40.4266,-3.68336,Puerta de Alcalá
9614,23210760,36433297,JesÃºs And Sara,Entire home/apt,Retiro,Ibiza,90,131,40.42124,-3.6767,Monumento a Alfonso XII
9615,23212335,12018452,Mari Carmen,Private room,Retiro,Pacífico,32,6,40.40404,-3.67847,Palacio De Cristal
9616,23212743,16177101,Jkas,Entire home/apt,Centro,Sol,450,1,40.41983,-3.70375,Gran Vía
9617,23216406,61810218,Isabel,Entire home/apt,Centro,Embajadores,100,26,40.40623,-3.70178,Paseo del Prado
9618,23217051,31509536,Gorete,Entire home/apt,Centro,Justicia,115,41,40.42103,-3.69774,Edificio Metrópolis
9619,23219947,172716150,Luis,Entire home/apt,Salamanca,Recoletos,80,61,40.4287,-3.68429,Fundación Mapfre Recoletos
9620,23224254,91506664,Solfai,Entire home/apt,Salamanca,Lista,59,25,40.4361,-3.67831,Barrio de Salamanca
9621,23225408,88589135,JesÃºs,Entire home/apt,Puente de Vallecas,Numancia,50,74,40.39953,-3.66595,Palacio De Cristal
9622,23228374,58047877,Leah,Private room,Chamartín,Prosperidad,25,0,40.44184,-3.67276,Barrio de Salamanca
9623,23230099,125174475,Juan,Entire home/apt,Arganzuela,Palos de Moguer,70,48,40.40522,-3.6916,Paseo del Prado
9624,23230810,4627543,Andrea,Private room,Centro,Cortes,21,34,40.41162,-3.69549,Paseo del Prado
9625,23231839,126227971,Carla,Entire home/apt,Ciudad Lineal,Quintana,47,158,40.43369,-3.6538,Barrio de Salamanca
9626,23234281,170721055,Toni,Entire home/apt,Retiro,Adelfas,65,11,40.39948,-3.67182,Palacio De Cristal
9627,23241387,172960498,Demil And Vivi,Entire home/apt,Arganzuela,Palos de Moguer,59,30,40.40233,-3.69822,Paseo del Prado
9628,23242209,155576998,Deva,Hotel room,Latina,Aluche,65,16,40.39258,-3.74278,La Latina
9629,23242437,40148157,Manuel,Entire home/apt,Puente de Vallecas,Portazgo,10,10,40.39254,-3.64258,Palacio De Cristal
9630,23243363,229284,Luis,Entire home/apt,Chamberí,Trafalgar,195,0,40.43224,-3.70398,Malasaña
9631,23247573,4599639,AllÃ´,Entire home/apt,Centro,Embajadores,85,1,40.40677,-3.70033,Paseo del Prado
9632,23250788,56250029,Miki,Entire home/apt,Centro,Palacio,80,16,40.4104,-3.71198,Cripta de la Almudena
9633,23250964,173042550,Clara,Private room,Centro,Justicia,23,6,40.42642,-3.69836,Malasaña
9634,23252193,119095036,Fernando,Entire home/apt,Centro,Palacio,95,100,40.42028,-3.70763,Gran Vía
9635,23256148,6241052,Giorgio,Entire home/apt,Chamberí,Trafalgar,85,6,40.43282,-3.69979,Malasaña
9636,23260916,32046323,Juan,Entire home/apt,Chamartín,Hispanoamérica,310,0,40.45579,-3.68842,Estadio Santiago Bernabéu
9637,23263016,170721055,Toni,Entire home/apt,Retiro,Adelfas,52,16,40.40041,-3.67197,Palacio De Cristal
9638,23263021,170721055,Toni,Entire home/apt,Retiro,Adelfas,66,9,40.39937,-3.67185,Palacio De Cristal
9639,23263022,170721055,Toni,Entire home/apt,Retiro,Adelfas,65,24,40.40101,-3.67121,Palacio De Cristal
9640,23265085,159558182,Home Club,Entire home/apt,Centro,Cortes,882,3,40.41877,-3.6969,Edificio Metrópolis
9641,23269747,105322983,Ana,Entire home/apt,Centro,Palacio,175,79,40.41508,-3.7083,Plaza Mayor
9642,23270821,24633086,Shun Lung,Shared room,Hortaleza,Pinar del Rey,16,0,40.47265,-3.65294,Estadio Santiago Bernabéu
9643,23273927,119751440,Alejandro,Private room,Salamanca,Castellana,30,3,40.43743,-3.68481,Fundación Mapfre Recoletos
9644,23274607,173254337,Lorea,Private room,Moncloa - Aravaca,Valdezarza,30,5,40.46263,-3.71033,Estadio Santiago Bernabéu
9645,23279434,172128640,Daniela & Ricardo,Entire home/apt,Centro,Universidad,80,12,40.42573,-3.70895,Malasaña
9646,23280751,37918137,Diana,Entire home/apt,Centro,Justicia,65,72,40.42558,-3.69766,Fundación Mapfre Recoletos
9647,23281154,9885245,My Mad Madrid,Entire home/apt,Salamanca,Goya,55,99,40.42414,-3.66976,Barrio de Salamanca
9648,23281523,76119655,Pilar,Entire home/apt,Chamartín,Castilla,55,47,40.47733,-3.68427,Estadio Santiago Bernabéu
9649,23281803,11500558,Esther Celdran,Entire home/apt,Centro,Cortes,90,11,40.41673,-3.69671,Edificio Metrópolis
9650,23281823,54310958,Be Mate,Entire home/apt,Chamberí,Almagro,144,7,40.43642,-3.69327,Malasaña
9651,23282366,173332014,Marta Y Alfonso,Entire home/apt,Centro,Embajadores,60,57,40.41034,-3.70115,Barrio de Las Letras
9652,23284290,173337253,Pilar & Bro (Hno.),Private room,Tetuán,Cuatro Caminos,35,59,40.45434,-3.6974,Estadio Santiago Bernabéu
9653,23285940,173316705,Marta,Entire home/apt,Chamberí,Trafalgar,60,46,40.43047,-3.70494,Malasaña
9654,23286224,36314696,Juana,Private room,Centro,Universidad,42,34,40.4234,-3.70364,Malasaña
9655,23287062,9885245,My Mad Madrid,Entire home/apt,Centro,Embajadores,55,97,40.40916,-3.70444,Plaza Mayor
9656,23287977,90647789,Victor & Yoli,Entire home/apt,Centro,Sol,140,95,40.41848,-3.7076,Gran Vía
9657,23288641,60054313,Amir,Entire home/apt,Centro,Palacio,155,48,40.41058,-3.71033,Plaza Mayor
9658,23289540,50262565,Angie,Private room,Centro,Justicia,58,31,40.42641,-3.69817,Malasaña
9659,23292198,5537924,Amaia,Entire home/apt,Centro,Palacio,68,56,40.4135,-3.71232,Cripta de la Almudena
9660,23292415,5537924,Amaia,Entire home/apt,Centro,Embajadores,90,31,40.4092,-3.70513,Plaza Mayor
9661,23292800,173414265,Rosa,Entire home/apt,Centro,Justicia,100,24,40.4207,-3.69974,Edificio Metrópolis
9662,23296226,50262565,Angie,Entire home/apt,Centro,Justicia,800,0,40.42511,-3.69791,Fundación Mapfre Recoletos
9663,23296555,50262565,Angie,Private room,Centro,Justicia,45,111,40.42562,-3.69705,Fundación Mapfre Recoletos
9664,23300463,116959266,Guillaume Y Chayma,Private room,San Blas - Canillejas,Simancas,35,30,40.43805,-3.63445,Calle de Alcalá
9665,23301767,40877988,Eduardo Y Raul,Entire home/apt,Centro,Embajadores,80,84,40.4124,-3.70745,Plaza Mayor
9666,23303365,171656758,Pablo,Entire home/apt,Centro,Cortes,70,76,40.41164,-3.69522,Paseo del Prado
9667,23304567,27159185,Ruben,Entire home/apt,Salamanca,Fuente del Berro,140,16,40.42664,-3.66827,Barrio de Salamanca
9668,23309381,8321213,Paula,Entire home/apt,Centro,Cortes,70,193,40.4114,-3.69446,Paseo del Prado
9669,23314609,173616730,Angel,Private room,Tetuán,Cuatro Caminos,35,15,40.45522,-3.70114,Estadio Santiago Bernabéu
9670,23316336,40877988,Eduardo Y Raul,Entire home/apt,Chamberí,Arapiles,75,47,40.43525,-3.70602,Malasaña
9671,23316983,159558182,Home Club,Entire home/apt,Moncloa - Aravaca,Argüelles,240,1,40.42532,-3.71334,Museo Cerralbo
9672,23317354,173636640,Rosa Y Marta,Entire home/apt,Chamartín,Ciudad Jardín,98,48,40.44551,-3.67795,Estadio Santiago Bernabéu
9673,23317826,173641295,Andres,Private room,Centro,Sol,33,162,40.41844,-3.70098,Edificio Metrópolis
9674,23318384,15149136,Laura,Entire home/apt,Centro,Embajadores,50,3,40.40854,-3.69986,Paseo del Prado
9675,23321578,36401569,Capitalurbe Consulting Group,Entire home/apt,Centro,Sol,189,37,40.41866,-3.70012,Edificio Metrópolis
9676,23322783,173682872,Beatriz,Private room,Tetuán,Valdeacederas,23,2,40.4631,-3.69982,Estadio Santiago Bernabéu
9677,23322800,90823673,Maria Jose,Private room,Moncloa - Aravaca,Argüelles,45,21,40.43129,-3.7212,Ermita De San António De La Florida
9678,23325736,128147665,Vanessaveronica,Entire home/apt,Centro,Embajadores,74,19,40.41276,-3.70614,Plaza Mayor
9679,23332735,173781986,Francisco,Entire home/apt,Arganzuela,Acacias,41,136,40.40349,-3.7033,Puente de Toledo
9680,23333602,173573725,Nico Y Carmen,Private room,Arganzuela,Palos de Moguer,24,78,40.40312,-3.69389,Paseo del Prado
9681,23337012,6903368,Miguel,Entire home/apt,Centro,Cortes,59,55,40.41405,-3.69684,Barrio de Las Letras
9682,23339347,126227971,Carla,Private room,Ciudad Lineal,Quintana,30,21,40.43301,-3.65468,Barrio de Salamanca
9683,23340755,85884470,Luis Eduardo,Entire home/apt,Puente de Vallecas,San Diego,44,45,40.39457,-3.6677,Palacio De Cristal
9684,23341342,173870296,Nerilda Acelia,Entire home/apt,Centro,Embajadores,35,109,40.41037,-3.70514,Plaza Mayor
9685,23342647,86444517,Jairo,Private room,Arganzuela,Palos de Moguer,16,1,40.40177,-3.68904,Paseo del Prado
9686,23343072,46741861,Luis Alberto,Entire home/apt,Arganzuela,Delicias,80,28,40.39746,-3.69684,Paseo del Prado
9687,23346412,97680480,Isabella,Private room,Retiro,Pacífico,30,0,40.40627,-3.67892,Palacio De Cristal
9688,23347549,173943717,Aurelio,Private room,Tetuán,Castillejos,40,0,40.45731,-3.6946,Estadio Santiago Bernabéu
9689,23349170,109826775,Ana/Oscar,Entire home/apt,Centro,Cortes,74,75,40.41514,-3.69941,Barrio de Las Letras
9690,23351387,173986388,Alberto/ David,Entire home/apt,Centro,Universidad,78,109,40.42135,-3.70119,Edificio Metrópolis
9691,23351424,173987170,Carlos,Private room,Chamberí,Trafalgar,45,2,40.43274,-3.69869,Malasaña
9692,23351951,123778623,Cris,Private room,Puente de Vallecas,San Diego,12,0,40.38509,-3.66953,Paseo del Prado
9693,23354152,148283645,Jheni&Gabriel,Private room,Centro,Universidad,42,98,40.42283,-3.70434,Gran Vía
9694,23356140,126227971,Carla,Private room,Ciudad Lineal,Quintana,35,20,40.43332,-3.65398,Barrio de Salamanca
9695,23356245,174028454,Felipe,Private room,Hortaleza,Canillas,25,19,40.46387,-3.65005,Calle de Alcalá
9696,23357799,73197739,Raquel,Entire home/apt,Carabanchel,Comillas,82,89,40.39071,-3.71147,Puente de Toledo
9697,23358230,26839304,Cayetana,Entire home/apt,Tetuán,Bellas Vistas,58,7,40.44806,-3.7043,Estadio Santiago Bernabéu
9698,23358347,174061174,Carmen,Entire home/apt,Centro,Cortes,70,2,40.41328,-3.69465,Paseo del Prado
9699,23363873,23994369,Bel,Private room,Salamanca,Recoletos,41,42,40.4259,-3.68241,Puerta de Alcalá
9700,23366493,50262565,Angie,Private room,Centro,Justicia,45,142,40.42636,-3.69788,Malasaña
9701,23368165,139818797,Albert,Entire home/apt,Centro,Sol,50,56,40.41538,-3.7073,Plaza Mayor
9702,23368308,174167348,Paul,Entire home/apt,Salamanca,Recoletos,60,73,40.42729,-3.68344,Fundación Mapfre Recoletos
9703,23368751,112373304,Daniel,Entire home/apt,Centro,Cortes,99,4,40.41577,-3.69942,Barrio de Las Letras
9704,23368752,112373304,Daniel,Entire home/apt,Centro,Sol,137,12,40.41406,-3.70753,Plaza Mayor
9705,23372051,17499500,Iakai Homes,Entire home/apt,Centro,Justicia,119,53,40.42183,-3.69757,Edificio Metrópolis
9706,23375485,166402313,Carlos & Xabi,Entire home/apt,Chamberí,Rios Rosas,85,16,40.43887,-3.69947,Malasaña
9707,23377040,174252378,Ricardo,Entire home/apt,Carabanchel,Puerta Bonita,32,0,40.38169,-3.7328,La Latina
9708,23377510,154890935,Lissette,Private room,Centro,Universidad,20,11,40.42694,-3.70792,Malasaña
9709,23385643,27526991,Leticia Y Fer,Entire home/apt,Arganzuela,Imperial,110,10,40.41259,-3.71967,Cripta de la Almudena
9710,23388569,99018982,Alterhome,Entire home/apt,Centro,Cortes,76,17,40.41481,-3.70093,Barrio de Las Letras
9711,23389190,1408525,Mad4Rent,Entire home/apt,Centro,Universidad,80,6,40.42459,-3.70233,Malasaña
9712,23393483,61761107,Maria,Entire home/apt,Chamberí,Rios Rosas,139,55,40.44178,-3.70133,Malasaña
9713,23393780,169038898,Rosario,Private room,Latina,Cármenes,21,125,40.40394,-3.73871,La Latina
9714,23397073,174410560,Oriol,Entire home/apt,Centro,Justicia,105,52,40.42492,-3.70061,Malasaña
9715,23404534,10690217,Fernando,Private room,Moncloa - Aravaca,Aravaca,30,14,40.45322,-3.78423,Casa de Campo
9716,23405331,3540348,Angeles & RomÃ¡n,Entire home/apt,Usera,Moscardó,110,75,40.38716,-3.7043,Puente de Toledo
9717,23405437,174523321,Hellen,Private room,Centro,Universidad,30,16,40.42884,-3.70665,Malasaña
9718,23405637,174173340,Silvie,Private room,Salamanca,Fuente del Berro,70,8,40.43023,-3.66304,Barrio de Salamanca
9719,23406028,50262565,Angie,Private room,Centro,Justicia,45,129,40.42713,-3.69774,Malasaña
9720,23409683,43588453,Marina,Private room,Usera,San Fermín,10,2,40.37723,-3.69303,Puente de Toledo
9721,23409834,14670186,Marta,Private room,Salamanca,Lista,30,13,40.43442,-3.67562,Barrio de Salamanca
9722,23411702,76119655,Pilar,Entire home/apt,Chamartín,Castilla,85,69,40.47774,-3.68555,Estadio Santiago Bernabéu
9723,23418298,2853900,Olivia,Private room,Chamberí,Gaztambide,35,20,40.4347,-3.71501,Templo de Debod
9724,23425249,35087039,Dolores,Entire home/apt,Centro,Justicia,100,33,40.42826,-3.69964,Malasaña
9725,23425447,9260327,Camille,Entire home/apt,Salamanca,Guindalera,75,0,40.43538,-3.67466,Barrio de Salamanca
9726,23429304,10057452,Victor,Entire home/apt,Centro,Universidad,120,75,40.42475,-3.70333,Malasaña
9727,23429896,14706285,Carolina & Dani,Entire home/apt,Centro,Palacio,87,104,40.41148,-3.70907,Plaza Mayor
9728,23430485,28038703,Luxury Rentals Madrid,Entire home/apt,Salamanca,Recoletos,220,8,40.42497,-3.68624,Fundación Mapfre Recoletos
9729,23430746,174760234,Emi,Entire home/apt,Centro,Justicia,50,133,40.42096,-3.69941,Edificio Metrópolis
9730,23431180,148402585,Ramdy Jesus,Entire home/apt,Arganzuela,Palos de Moguer,55,199,40.40108,-3.69633,Paseo del Prado
9731,23431443,13637219,Tomas,Private room,Centro,Embajadores,50,35,40.41087,-3.70604,Plaza Mayor
9732,23440140,174860537,Fiorella,Entire home/apt,Centro,Universidad,72,17,40.42604,-3.70287,Malasaña
9733,23443341,1647109,Daniel,Entire home/apt,Centro,Palacio,75,25,40.41249,-3.71552,Cripta de la Almudena
9734,23443761,99018982,Alterhome,Entire home/apt,Centro,Embajadores,56,4,40.4095,-3.70951,Plaza Mayor
9735,23445086,92677116,Inma,Private room,Salamanca,Fuente del Berro,28,32,40.43023,-3.66333,Barrio de Salamanca
9736,23445505,8321213,Paula,Entire home/apt,Centro,Cortes,75,126,40.41239,-3.69623,Barrio de Las Letras
9737,23448001,99018982,Alterhome,Entire home/apt,Centro,Sol,110,0,40.41683,-3.70768,Casa de la Panaderia
9738,23450084,139417722,Jose Oscar,Private room,Fuencarral - El Pardo,Mirasierra,32,6,40.49145,-3.72382,Estadio Santiago Bernabéu
9739,23451465,139805316,Diego,Private room,Hortaleza,Pinar del Rey,14,25,40.4676,-3.65529,Estadio Santiago Bernabéu
9740,23451516,149420794,Maximiliano,Entire home/apt,Centro,Universidad,75,63,40.42261,-3.7035,Gran Vía
9741,23452584,21977125,Alvaro Y Maria,Entire home/apt,Centro,Embajadores,90,43,40.41244,-3.70645,Plaza Mayor
9742,23457582,175030232,Pa,Entire home/apt,Salamanca,Guindalera,100,11,40.43609,-3.67141,Barrio de Salamanca
9743,23459171,28038703,Luxury Rentals Madrid,Entire home/apt,Salamanca,Lista,140,5,40.42877,-3.67434,Barrio de Salamanca
9744,23459257,28038703,Luxury Rentals Madrid,Entire home/apt,Chamberí,Trafalgar,110,10,40.42961,-3.69784,Malasaña
9745,23459370,28038703,Luxury Rentals Madrid,Entire home/apt,Salamanca,Goya,200,4,40.42345,-3.67855,Monumento a Alfonso XII
9746,23459443,28786243,Emilio,Entire home/apt,Centro,Embajadores,78,40,40.41102,-3.70583,Plaza Mayor
9747,23459480,28038703,Luxury Rentals Madrid,Entire home/apt,Salamanca,Goya,200,3,40.42198,-3.67831,Monumento a Alfonso XII
9748,23460041,28038703,Luxury Rentals Madrid,Entire home/apt,Salamanca,Recoletos,220,11,40.42612,-3.68115,Puerta de Alcalá
9749,23460233,28038703,Luxury Rentals Madrid,Entire home/apt,Centro,Universidad,125,5,40.42632,-3.71094,Museo Cerralbo
9750,23461721,91884004,Ricardo,Private room,Arganzuela,Palos de Moguer,20,1,40.40384,-3.70131,Paseo del Prado
9751,23464880,33049567,JosÃ©,Entire home/apt,Centro,Palacio,120,6,40.42082,-3.7129,Plaza de Oriente
9752,23465109,32751776,David,Entire home/apt,Centro,Embajadores,50,2,40.40792,-3.70092,Paseo del Prado
9753,23468259,161009397,Laura,Entire home/apt,San Blas - Canillejas,Rejas,48,77,40.44501,-3.5852,Calle de Alcalá
9754,23473431,16657078,Alvaro,Entire home/apt,Hortaleza,Piovera,175,20,40.45548,-3.62095,Calle de Alcalá
9755,23476851,72487859,Maria,Entire home/apt,Latina,Puerta del Angel,90,130,40.40741,-3.74116,La Latina
9756,23478020,9392971,Cris&David,Entire home/apt,Salamanca,Goya,77,5,40.42656,-3.67948,Barrio de Salamanca
9757,23478505,129143574,Mar,Private room,Salamanca,Goya,45,10,40.42178,-3.67691,Monumento a Alfonso XII
9758,23480914,57725671,J. Ignacio,Private room,Centro,Universidad,44,9,40.42573,-3.70634,Malasaña
9759,23481508,101405995,Erk,Private room,Puente de Vallecas,Palomeras Bajas,35,50,40.39351,-3.66132,Palacio De Cristal
9760,23483202,1134128,Diego,Entire home/apt,Hortaleza,Canillas,65,22,40.46462,-3.62836,Calle de Alcalá
9761,23483587,5607816,Fabiana,Private room,Carabanchel,Vista Alegre,30,0,40.38257,-3.7497,La Latina
9762,23484431,46933997,Josito,Private room,Retiro,Pacífico,159,0,40.40562,-3.68201,Palacio De Cristal
9763,23485232,175337429,Apartamento,Entire home/apt,Centro,Embajadores,65,29,40.40818,-3.70506,Plaza Mayor
9764,23490304,84867954,Beatriz,Private room,Salamanca,Guindalera,38,0,40.4346,-3.6705,Barrio de Salamanca
9765,23490594,109948084,Nacho,Entire home/apt,Chamartín,Castilla,69,65,40.46902,-3.68397,Estadio Santiago Bernabéu
9766,23491413,56567437,Zuhaitz Y Natalia,Private room,Latina,Aguilas,22,3,40.38201,-3.76709,La Latina
9767,23491863,54310958,Be Mate,Entire home/apt,Centro,Palacio,120,22,40.41167,-3.71284,Cripta de la Almudena
9768,23491904,125825301,JosÃ© Manuel,Entire home/apt,Centro,Embajadores,35,44,40.41168,-3.7024,Barrio de Las Letras
